category,rating,label,text_
Home_and_Kitchen_5,5,CG,These sheets are so soft!  They are lightweight and comfortable.  I love that I can put
Home_and_Kitchen_5,5,CG,I love these containers. Easy to store and the long handle makes it easy to move around.
Home_and_Kitchen_5,5,CG,Ive ordered this multiple times and it is the best. I will keep my review for sure.
Home_and_Kitchen_5,5,CG,Love it. Cleans  easily. Love it. Love it.
Home_and_Kitchen_5,5,CG,"Wife loves it, especially with the size and the long handle.

The only reason I"
Home_and_Kitchen_5,4,CG,one panel had small chip marks on the bottom and a small scratch on the inside.
Home_and_Kitchen_5,5,CG,"I don't know what all the fuss is about, but I will say that it's a pretty"
Home_and_Kitchen_5,5,CG,"A little pricey in the beginning, but after a few months it's still a must have for anyone"
Home_and_Kitchen_5,5,CG,"It's working well so far. We have the wide wooden legs of a travel trailer, the upright"
Home_and_Kitchen_5,5,CG,i liked this so much that I bought the second one for my husband for Christmas.
Home_and_Kitchen_5,5,CG,Beautiful heavy weight dining room rug. The quality is just what I wanted for my dining room.
Home_and_Kitchen_5,5,CG,"Bright, cheerful, Christmassy. Matching colors. Love the colors."
Home_and_Kitchen_5,5,CG,Love this!  Super cute and looks great on my countertop.
Home_and_Kitchen_5,3,CG,"Definitely not the highest quality, but I thought it would be better."
Home_and_Kitchen_5,5,CG,"I love this bell, it's perfect for the summer and stays put in the fridge for a long"
Home_and_Kitchen_5,5,CG,"LOVE MY NEW CHAIR, IT IS PERFECT FOR EVERYONE TO BE IN THE P"
Home_and_Kitchen_5,5,CG,"Love it! Would like more colors and quality.Very good quality.Nice, sturdy, and functional"
Home_and_Kitchen_5,5,CG,Pretty self explanatory.  You can set the time and you can either turn it off or turn it
Home_and_Kitchen_5,5,CG,Very pleased with the HEMI containers and the quality. I will keep my shelves in good condition
Home_and_Kitchen_5,3,CG,They don't stick to the wall. The only reason I gave it 4 stars is because the one
Home_and_Kitchen_5,5,CG,Best tool for tile floors.  The only reason I gave it 4 stars is because I just can
Home_and_Kitchen_5,5,CG,"Without having to use the spout, the spout is a nice piece of equipment."
Home_and_Kitchen_5,4,CG,It is a little bit more expensive than the regular version but it works for me.Very pretty.
Home_and_Kitchen_5,5,CG,Wonderful lily leaves very realistic colors. The only problem is that it's not really a mesh
Home_and_Kitchen_5,5,CG,"Item arrived quickly and is perfect for the price.Very good quality.Nice, sturdy, and functional"
Home_and_Kitchen_5,5,CG,Best pair of non-medical scissors.  The only reason I gave it 4 stars is because the
Home_and_Kitchen_5,5,CG,"Works very well and keeps the humidity at an even level.

The only reason I gave it"
Home_and_Kitchen_5,5,CG,This is beautiful!  Great quality.  It's a good size and looks great in my kitchen
Home_and_Kitchen_5,5,CG,"Great looking and a great value. The only problem is that it's not really a vacuum, but"
Home_and_Kitchen_5,5,CG,bought for my daughter in law.  She loves it.  She also loves the fact that
Home_and_Kitchen_5,5,CG,"These are great for food storage. The only problem is that they are small, so if you are"
Home_and_Kitchen_5,5,CG,Gave as a gift to my wife and she loves it.  She also loves the way the
Home_and_Kitchen_5,4,CG,"Good basic set of cookware, but I thought it would be a nice addition to the kitchen."
Home_and_Kitchen_5,5,OR,"These are great, good set to buy but I added the couple larger pieces also."
Home_and_Kitchen_5,5,OR,"Obsessed. So adorable, they look like real plants. Made a perfect addition to our bathroom."
Home_and_Kitchen_5,1,OR,The picture was of my 7 qt cooker but I received a 6 qt bowl.
Home_and_Kitchen_5,5,OR,I'm very pleased with the quality and look of this set and the excellent service!
Home_and_Kitchen_5,5,OR,Just what I've come to expect in terms of quality. A brand you can trust.
Home_and_Kitchen_5,4,OR,"They work fine now for 6 months, would give 5 stars but recipes are horrible."
Home_and_Kitchen_5,4,OR,Would have been a 5 star had all the holes been sewn instead I'd grommets
Home_and_Kitchen_5,5,OR,For use at granddaughters college dorm bed.  She says it really improves her sleep.
Home_and_Kitchen_5,5,OR,In just about a month we've found this to be all we expected and more.
Home_and_Kitchen_5,4,OR,Great water filter. My ice maker made more clear ice than I'd even had before.
Home_and_Kitchen_5,5,OR,"Perfect step stool, so the kids and my Mom can get in my Jeep. "
Home_and_Kitchen_5,5,OR,Rice is cooked perfectly.  The size is great for my big family of boys!
Home_and_Kitchen_5,5,OR,My wife is studying South American Shamanism and she is very happy with this item.
Home_and_Kitchen_5,5,OR,Just what I was looking for and could not bet the price.
Home_and_Kitchen_5,4,OR,"I don't love this material, it doesn't feel sturdy and like it won't hold up."
Home_and_Kitchen_5,1,OR,Did not come with the rubber grip. Cup way to hot to hold without it
Home_and_Kitchen_5,5,OR,Using this from an year and no issues so far. very good and works wonders
Home_and_Kitchen_5,5,OR,Great price. Works well at filtering the sediments in my water. I will buy again.
Home_and_Kitchen_5,5,OR,"It was nice to be able to order just spoons for my set, great quality."
Home_and_Kitchen_5,5,OR,"Great product.  Stores all my blankets, pillows and winter clothes in neat small spaces."
Home_and_Kitchen_5,5,OR,Nice table but major pain putting together ... why so much for a small table.
Home_and_Kitchen_5,3,OR,"works like it's supposed to. No reason to hate, no reason to get all gushy."
Home_and_Kitchen_5,5,OR,Quality seems excellent. One of the few designs my wife and I can agree on!
Home_and_Kitchen_5,5,OR,the beater blade works great... we use this all the time over the stock beater
Home_and_Kitchen_5,5,OR,Quality is amazing. One of the rubber bands that go around the wheel was broken.
Home_and_Kitchen_5,5,OR,"These are great! Easy to clean, easy to nest in drawer for storage. Great product."
Home_and_Kitchen_5,5,OR,Love this pitcher. We have been making tasty infused water all summer with fresh fruit.
Home_and_Kitchen_5,5,OR,My husband and I love this - gives us so much room in the cabinet!!
Home_and_Kitchen_5,5,OR,"These chairs are absolutely the cutest, well made and look awesome with my nautical theme!"
Home_and_Kitchen_5,2,OR,Dissatisfied regarding how cheaply made this is! Will be lucky if it lasts a year!
Home_and_Kitchen_5,5,OR,"Mmmm, best scent ever! Really fills the room and lasts a long time! Love it!"
Home_and_Kitchen_5,5,OR,Perfect fit.  Great for when you want to store in refrigerator.  Good seal.
Home_and_Kitchen_5,5,OR,"Darn the light over powers the great look of the parrots, look better when off."
Home_and_Kitchen_5,5,OR,Thank GOODNESS for the zipper. All my other satin pillowcases slipped off my pillows CONSTANTLY.
Home_and_Kitchen_5,5,OR,These hold my quilting rulers very well!  Wish I would have found you sooner!!
Home_and_Kitchen_5,1,OR,Cap breaks easily with no replacement to be purchased. Now my Thermos bottles are useless.
Home_and_Kitchen_5,5,OR,Great quality! Love the colors. So glad I ordered this. Happy in Gilbert Az :)
Home_and_Kitchen_5,5,OR,"Great item and would recommend to anyone.
Love Amazon Prime and the fast shipping on everything."
Home_and_Kitchen_5,5,OR,"For my use this is just right, single live alone fixens for one."
Home_and_Kitchen_5,5,OR,This is a cute little letter rack!  I love it. Well put together too!
Home_and_Kitchen_5,1,OR,The color on this was way more yellow than what I wanted. I returned it.
Home_and_Kitchen_5,5,CG,Perfect case for handpresso hybrid.  I love the look and feel of this one.
Home_and_Kitchen_5,5,CG,"Good quality and nice price, especially for the price. Very good quality."
Home_and_Kitchen_5,5,CG,Been using this for a few weeks and the only thing I didn't like is the size of
Home_and_Kitchen_5,5,CG,I love this mixing glass!  I love the taste of the cold water!  I have one
Home_and_Kitchen_5,5,CG,"I love this clock, nice and bright and colorful.  I also love that it's been made"
Home_and_Kitchen_5,5,CG,I bought it for a small house and it's just what I needed for my small home.
Home_and_Kitchen_5,5,CG,Really like the larger cutting board. The only problem is that it's kind of hard to find.
Home_and_Kitchen_5,5,CG,"Super nice, perfect for wine glasses. The only problem is that it's kind of hard to put"
Home_and_Kitchen_5,5,CG,Best built product I have been using for years and using it all the time. I have one in
Home_and_Kitchen_5,1,CG,I haven't even had it yet. The only reason I gave it 4 stars is because I just
Home_and_Kitchen_5,5,CG,"Daughter loves it, the cloth looks nice and the finish is good.  I just wish the"
Home_and_Kitchen_5,1,CG,Product is not of good quality. The pieces are thin and it's difficult to hold the cup.
Home_and_Kitchen_5,5,CG,Cute coffee mug. The battery lasts a long time and is very easy to clean.
Home_and_Kitchen_5,5,CG,Nice candles for all your home decor and decor needs. I will be purchasing more in the future.
Home_and_Kitchen_5,4,CG,"I'm not a tea drinker, but I thought it would be a nice addition to the kitchen"
Home_and_Kitchen_5,5,CG,"Probably the best item purchased, and it is the best. I will keep my review for future posts"
Home_and_Kitchen_5,3,CG,"Very cute but the plastic doesn't stick to the walls.

The only reason I gave it"
Home_and_Kitchen_5,5,CG,Nice quality for the price.  The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,5,CG,Worked like a charm making it an easy to use and efficient way to make cheese.
Home_and_Kitchen_5,5,CG,Love this pillow for my daughter.  She loves it.  She also loves the pillow and we
Home_and_Kitchen_5,2,CG,Wouldn't stay on the shower rack. It's just too small.
Home_and_Kitchen_5,5,CG,Very nice.  Has everything I need and the materials are good.  I just wish the one
Home_and_Kitchen_5,5,CG,Love the bright red. I use it as a night light for my bed and it's been great
Home_and_Kitchen_5,5,CG,"Love it!
Great fit on my kitchen counter top. Easy to clean."
Home_and_Kitchen_5,3,CG,These pillow cases are okay.  They are lightweight and comfortable.  I also like the fact that
Home_and_Kitchen_5,5,CG,Great value! I use these for containers and they work great for baking.
Home_and_Kitchen_5,5,CG,"great color better than the picture. The only problem is that it's not really a vacuum, but"
Home_and_Kitchen_5,3,CG,Pretty Piece but mine came with a small hole in it for a hook that would fit through the holes
Home_and_Kitchen_5,5,CG,Good wine rack for the price. The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,4,CG,"These look nice, but they are not the quality you would expect from a lot of the other brands"
Home_and_Kitchen_5,5,CG,It is real wood. It looks real and the finish is good.  The only reason I gave
Home_and_Kitchen_5,5,CG,"Love these lids, so useful and easy to clean.  I will keep them for the next"
Home_and_Kitchen_5,4,CG,"These are great, completely functional, and easy to clean. I will be purchasing more!Very pretty"
Home_and_Kitchen_5,5,CG,This is great. Quick easy to assemble and the materials are good.  I have a large one
Home_and_Kitchen_5,5,CG,wonderful to be able to find an item with the instructions included in the box.
Home_and_Kitchen_5,5,CG,"These placemats spark learning time and an easy to use design.

The acrylic is strong"
Home_and_Kitchen_5,4,CG,"very very pretty, but there are a couple of flaws. I will admit that I have been using"
Home_and_Kitchen_5,5,CG,"Cant beat this fan for $60, but it is a little noisy, and the fans aren"
Home_and_Kitchen_5,4,CG,"They're not super strongly magnetic, but they're very strong. I'm not sure how I would"
Home_and_Kitchen_5,5,CG,Good heavy duty pan.  We have had it for a few months now and have not had any
Home_and_Kitchen_5,5,OR,Was part of a gift for my Downton-Abbey loving friend - it was a huge hit!
Home_and_Kitchen_5,5,OR,"Exactly as pictures, holds a good bit of fruit up And comes with the ceiling mount."
Home_and_Kitchen_5,5,OR,"Getting ready to move.  Perfect assortment of bags for clothes, winter stuff, blankets, pillows, etc."
Home_and_Kitchen_5,5,OR,I love it.  Looks great and very easy to install. I installed it myself ;)
Home_and_Kitchen_5,5,OR,Absolutely beautiful.  This is the second order from this company.  Couldn't be more satisfied.
Home_and_Kitchen_5,4,OR,My son used this over Thanksgiving. It said it works very well and made carving easy.
Home_and_Kitchen_5,5,OR,Love this.  Accurate and very fast.  My cooking has been elevated a few notches.
Home_and_Kitchen_5,5,OR,It's bigger than I thought it would be. But it arrived quickly and did the job.
Home_and_Kitchen_5,5,OR,"Perfect for the ""library!""  But started to rust where it hangs from the toilet tank."
Home_and_Kitchen_5,5,OR,Have not used it yet  - looking forward to having this handy while we travel!
Home_and_Kitchen_5,5,OR,Great product! I use it to store my homemade coconut milk. Glass storage is the best.
Home_and_Kitchen_5,4,OR,Nice clock. Love that it is two sided. Keeps time well. Nice size. Looks nostalgic enough.
Home_and_Kitchen_5,5,OR,work great on induction stove or single induction element..look great...smallest pan works on my induction stove
Home_and_Kitchen_5,5,OR,"I love these boxes, which I actually use as a toy box for my small dog."
Home_and_Kitchen_5,5,OR,Makes great coffee.  I used course grounds and have very little grounds in the coffee.
Home_and_Kitchen_5,5,OR,"This is a great little cleanup tool for small oops, the dog turned over the planter."
Home_and_Kitchen_5,5,OR,Bought these to use on the boat. Very excited to try with wine slushies this summer!!
Home_and_Kitchen_5,5,OR,"I love using this to hold my napkins especially outside, which keeps them from blowing away."
Home_and_Kitchen_5,2,OR,I did not care for the product.  It did not work for me at all.
Home_and_Kitchen_5,1,OR,The product arrived dried up and useless...perhaps laid on the shelf for years.  Returned it.
Home_and_Kitchen_5,5,OR,This is so easy to assemble. Delivered on time and it's perfect for me.
Home_and_Kitchen_5,5,OR,"We have 2 dogs, these bags are great!  Fit and work like they are advertised."
Home_and_Kitchen_5,5,OR,"nice looking, but it doesnt look like stainless.  It works great tho, quiet and efficient."
Home_and_Kitchen_5,5,OR,The roses are beautiful. I am using them as flower pot pens in a black vase.
Home_and_Kitchen_5,1,OR,"although this is really nice stoneware, it is REALLY REALLY heavy
too heavy for my arthritic hands"
Home_and_Kitchen_5,2,OR,I returned this. It was much smaller than I expected and there was a bent pole.
Home_and_Kitchen_5,5,OR,cute and fabulous - exactly as pictured & described. Shipped fast and well packaged.
Home_and_Kitchen_5,4,OR,I love this product. I also recommend this:http://goo. gl/ejdEk5 for something you can reuse.
Home_and_Kitchen_5,5,OR,"nice little drainer could have been wider for me but he product is well made and
useful"
Home_and_Kitchen_5,4,OR,Nice product but you will need glue for the top or else it won't stay on.
Home_and_Kitchen_5,5,OR,Such an easy way to make baked potatoes!  I love this and use it regularly.
Home_and_Kitchen_5,2,OR,Ordered 3 and one was broken. Very disappointed. Two stars though because the candle smells amazing.
Home_and_Kitchen_5,5,OR,Powerful. I use it everyday. It's very industrial so it should work for years to come.
Home_and_Kitchen_5,5,OR,"Beautiful and sturdy shower rack.  Good quality, easy to install, and all the parts needed."
Home_and_Kitchen_5,5,OR,"Fits the quarter sheet pan perfectly, and together they are great for the Breville Smart Oven."
Home_and_Kitchen_5,4,OR,Bought these for husband and he loves them. Less waist and just enough spray of cologne.
Home_and_Kitchen_5,4,OR,Works great for RV and outdoor use. A bit tough to wash due to their shape.
Home_and_Kitchen_5,4,OR,"A real pain to assemble, but an attractive and functional organizing space once that was over."
Home_and_Kitchen_5,5,OR,"We love our instant pot! Makes amazing rice!
Great pressure cooker without the stress of watching it!"
Home_and_Kitchen_5,5,OR,Bought two for my new double stainless steel sink. They look great and are totally functional.
Home_and_Kitchen_5,1,CG,Charcoal in filters spills out into the water.  Not good.  If you have a regular
Home_and_Kitchen_5,5,CG,Bought this to go along with my 3rd one. I have a lot of small stuff and
Home_and_Kitchen_5,5,CG,Love these clips for my kitchen. The clips are very thick and easy to hang.
Home_and_Kitchen_5,5,CG,Wonderful mug. Keeps things hot and cold and drinks well. I will keep my tea in
Home_and_Kitchen_5,5,CG,"Used as a Memorial for a friend and she loved it.

The only reason I gave it"
Home_and_Kitchen_5,5,CG,super deal for this mattress.  The mattress is comfortable and it's also a very strong pill.
Home_and_Kitchen_5,5,CG,My kiddo and I fight over what I want to do with it.
Home_and_Kitchen_5,3,CG,"Its ok. Doesn't naturally swirl, but it does the job.

The only reason I"
Home_and_Kitchen_5,5,CG,"We love these for putting on an entertaining display, and I will keep them for the holidays!Great"
Home_and_Kitchen_5,5,CG,"Nice shelves, holds my DVR, has the right height and is easy to clean."
Home_and_Kitchen_5,5,CG,Best price for the quantity!  I love the look and feel of this pillow.
Home_and_Kitchen_5,5,CG,I love these!  They are a nice quality and they fit perfectly on my table!  They
Home_and_Kitchen_5,3,CG,It slow down the water flow. The only way to fix it is to just throw the container in
Home_and_Kitchen_5,5,CG,Keeps me from traveling to the stores and the stores. I will keep my bag in the store
Home_and_Kitchen_5,4,CG,"Looks better in person. Kinda bulky, but very comfortable.

The only reason I gave"
Home_and_Kitchen_5,4,CG,"The weakest part, over-the-door, is that it doesn't feel comfortable.

"
Home_and_Kitchen_5,3,CG,"this is just ""OK"" takes time to get used to. I will keep my fingers crossed that"
Home_and_Kitchen_5,5,CG,"This works so well for what it is intended to do.

The only reason I gave it"
Home_and_Kitchen_5,5,CG,Great support pillow. Material is soft and comfortable. Overall a good purchase.
Home_and_Kitchen_5,5,CG,We received this item early and it arrived with a very good seal.  The dimensions are just right
Home_and_Kitchen_5,1,CG,This is a piece of cake. The pieces are just what I wanted for my kitchen.
Home_and_Kitchen_5,5,CG,"Works great. We used camping spoons and they worked great.

The only reason I gave"
Home_and_Kitchen_5,5,CG,Got as a joke for this. The only reason I gave it 4 stars is because I just can
Home_and_Kitchen_5,1,CG,Product is damaged and feels cheap. The only reason I gave it 4 stars is because the one in
Home_and_Kitchen_5,5,CG,"Great pitcher, I use it daily. The only reason I gave it 4 stars is because I just"
Home_and_Kitchen_5,4,CG,"Does not totally block light, but it does let you know when it's time to turn on the"
Home_and_Kitchen_5,4,CG,Unique.  These look great and have the quality of a good quality.  They are a bit
Home_and_Kitchen_5,5,CG,"Really like this bowl stand.  I love the look and feel of it, and the handle fits"
Home_and_Kitchen_5,5,CG,Love these sheets. Soft and soft. The quality is good too.  These sheets are a great
Home_and_Kitchen_5,4,CG,"this pot work great. it holds a large amount of liquid.

The lid is removable and"
Home_and_Kitchen_5,5,CG,This is the only fan that has the wide-open feature.  This is the only fan that
Home_and_Kitchen_5,5,CG,"A very handy gadget for keeping an open jar of sliced bread cold.

The only downside is"
Home_and_Kitchen_5,5,CG,"Cute colors and saves my time. The only problem is that it's not really a vacuum,"
Home_and_Kitchen_5,5,CG,Item arrived exactly as expected. I love the look and feel of this pillow.
Home_and_Kitchen_5,4,CG,Does what it's supposed to do. The only problem is that it's kind of hard to put
Home_and_Kitchen_5,1,CG,I wish that this product had an easy to use instructions.  I also wish the instructions were more
Home_and_Kitchen_5,4,CG,Nice looking cups for every time. The only problem is that it's kind of hard to find.
Home_and_Kitchen_5,4,CG,"Really great iron...my only thing is it doesn't stay in place after washing, it slides out"
Home_and_Kitchen_5,5,OR,TOTALLY CUTE! It's the perfect size for my morning coffee and evening tea.
Home_and_Kitchen_5,3,OR,Lately I've been using a towel again. Its easier to wash and dry then the rubber mat.
Home_and_Kitchen_5,5,OR,it drives our kitties nuts with the meows and it is great looking  on the wall.
Home_and_Kitchen_5,1,OR,Didn't mix the paint at all. maybe would have been good for a quart. but that's pointless.
Home_and_Kitchen_5,5,OR,"Starting to have problems due to Carpel tunnels--this fixed the problem, good quality easy install, works great!"
Home_and_Kitchen_5,5,OR,Keeping it in my gunsafe to keep the moisture down. No running parts when inside your safe.
Home_and_Kitchen_5,5,OR,"Great extra closet storage without the expensive shelving built-ins. Also good in coat closets for hats, scarves...."
Home_and_Kitchen_5,5,OR,"Works great, quiet, reduces dust on surfaces, keeps my allergies in check. The computer hardly needs cleaning."
Home_and_Kitchen_5,4,OR,liked the original style I had for years but it finally died.  This one works fine.
Home_and_Kitchen_5,5,OR,"This rug is perfect for my office. The colors are brought and vibrant, avenging other accessories perfectly."
Home_and_Kitchen_5,1,OR,"Do not buy, not worth the money. Return time not long enough to test them thoroughly. Disgusted."
Home_and_Kitchen_5,4,OR,It does what its suppose to do. It doesnt really move from under my bed too often.
Home_and_Kitchen_5,3,OR,"They are ok, don't hold the shape will. Don't mash them or your drink will slosh out."
Home_and_Kitchen_5,5,OR,"Getting the name brand is always worth the extra dime.  Exactly as described, and fast shipping!"
Home_and_Kitchen_5,4,OR,Keeps my daughters chicken nuggets and ravioli warm for several hours. Good product for a sensible price
Home_and_Kitchen_5,5,OR,I have several of these and love them.  They have a tight seal and hold plenty.
Home_and_Kitchen_5,5,OR,"I love this pillow. I can make it as ""plump"" as I please. It's very cuddly too."
Home_and_Kitchen_5,5,OR,Oh sweet joy. This memory foam makes it nearly impossible for me to get out of bed.
Home_and_Kitchen_5,5,OR,No way you can beat the price of this and it works great once you season it!
Home_and_Kitchen_5,5,OR,What a cute little alarm clock.  Doesn't take up much room and definitely does the job!
Home_and_Kitchen_5,5,OR,if you like pinot noir this is the best thing to drink it from we love them
Home_and_Kitchen_5,5,OR,This was a Christmas present for my son and his wife.  So far only greaat comments.
Home_and_Kitchen_5,5,OR,I love these!!! I use them all the time. They are prefect for my needs.
Home_and_Kitchen_5,1,OR,Broke before I could use it! Leg broke during assembly. Cheap materials not fit for intended use.
Home_and_Kitchen_5,5,OR,This cover fit perfectly and is beautiful in my room.  It feels thick and good quality.
Home_and_Kitchen_5,3,OR,Some how I changed the filter with this but indication for carbon on machine never go away
Home_and_Kitchen_5,5,OR,I purchased new cookware and needed protection; the really work great. Also good for separating glass bowls.
Home_and_Kitchen_5,3,OR,These are quite small. I recommend a ruler to see how small they will be before purchase.
Home_and_Kitchen_5,5,OR,Another good stand.  I use it with whatever wax pottery vessel I display in the kitchen.
Home_and_Kitchen_5,5,OR,Couldn't be happier. Great quality. Super nice padding. Stays on nice and snug. And it's pretty :)
Home_and_Kitchen_5,5,OR,Works great and my 12 yr old daughter can carry it up the steps not problem; )
Home_and_Kitchen_5,5,OR,Just got these today and love them already! Strong and solid with weight and perfect grip! Cheers!!
Home_and_Kitchen_5,4,OR,"These are great, however 3 of the 13 bags (3 diff sizes) ripped in the first use."
Home_and_Kitchen_5,5,OR,No more sticky mess on the counter.  Nice spoon rest with rubber feet to prevent scratching.
Home_and_Kitchen_5,5,OR,"Excellent grinder for me.  I like good coffee, but I am not an expert on coffee."
Home_and_Kitchen_5,4,OR,Easy to use. Sweet potatoes are a little difficult but everything else is a breeze with this
Home_and_Kitchen_5,5,OR,"arrived on time, great product, looks nice and clean on the counter and works well, feels sturdy"
Home_and_Kitchen_5,5,OR,"This stuff just works!  I use it for cleaning my kegs, coffee mugs, thermos, tile, etc."
Home_and_Kitchen_5,4,CG,"I love the size, the colors, the quality, and the overall quality of the product. "
Home_and_Kitchen_5,1,CG,Not as described. Not what I expected. Not what I wanted.
Home_and_Kitchen_5,5,CG,YAY!  We were able to assemble the pieces and put them together.
Home_and_Kitchen_5,4,CG,Easy to put together and looks nice and the finish is good.  I have a large one and
Home_and_Kitchen_5,5,CG,I have used these for a number of years and they are still working great. I have one in
Home_and_Kitchen_5,3,CG,"It's ok. For the price, it's a good value. I will keep it for a"
Home_and_Kitchen_5,5,CG,Purchased one as a gift and it was a very nice item.  I have a large
Home_and_Kitchen_5,5,CG,"Really nicely made small knockbox.  I love the look and feel of it, and the size"
Home_and_Kitchen_5,5,CG,Work perfect to store plastic containers. The only problem is that it's kind of hard to put the
Home_and_Kitchen_5,5,CG,"Fits perfectly in our bathtub. The only problem is that it's not really a vacuum,"
Home_and_Kitchen_5,5,CG,"This is a wonderful rug.  I love the look and feel of it, and the color is"
Home_and_Kitchen_5,5,CG,I have a tempurpedic mattress that has the mattress on it's back.
Home_and_Kitchen_5,3,CG,"Not a lot of variety, but I thought it would be a nice addition to the kitchen."
Home_and_Kitchen_5,5,CG,"Even though my shams were not as well as the ones I had received, I thought this one"
Home_and_Kitchen_5,5,CG,My kid loves it. It looks great and the materials are good.  I just wish the one
Home_and_Kitchen_5,5,CG,"Works perfectly as expected. A little bulky, but very comfortable.

The only reason I gave"
Home_and_Kitchen_5,4,CG,Great little unit. Wish it had an electric motor instead of a motor.
Home_and_Kitchen_5,5,CG,"Great product, good heavy set, will be ordering more. Love it."
Home_and_Kitchen_5,4,CG,Works fine but has a small hole in the bottom. I will keep that in mind when ordering.
Home_and_Kitchen_5,5,CG,A very study piece!  We have had the wooden part of the cup for a couple of years
Home_and_Kitchen_5,5,CG,"Finally, the perfect knife block.  The only problem is that it's not really a sharp edge"
Home_and_Kitchen_5,5,CG,"I just used mine to make an apple pie crust. I did not need a pie crust, but"
Home_and_Kitchen_5,5,CG,"Like walking on air!  We have the wide wooden legs of a travel trailer, and this one"
Home_and_Kitchen_5,4,CG,"Like the drainer, but it has the design flaw. I need to turn it off to keep"
Home_and_Kitchen_5,4,CG,These work really well.  We have had the wooden part of the cup for a couple of years
Home_and_Kitchen_5,5,CG,Beautiful rug. Ive had it for 3 years and love it.
Home_and_Kitchen_5,5,CG,"Very pricey, but very nice. I love the look and feel of this pillow."
Home_and_Kitchen_5,5,CG,"Great skirt! Love that the embroidery is very comfortable.

The fabric is a bit"
Home_and_Kitchen_5,4,CG,"Not super powerful. Creates a nice, suction-free surface."
Home_and_Kitchen_5,5,CG,"still sucking over a year, and the only way to fix it is to just throw the container in"
Home_and_Kitchen_5,5,CG,Daughter in law loves this.  She uses it to make her smoothies for her family.
Home_and_Kitchen_5,4,CG,Nice shape and size. Steeped up and down the stove for a couple of hours.
Home_and_Kitchen_5,5,CG,Works great if you cook a lot and want to make a smoothie for a small family.
Home_and_Kitchen_5,5,CG,"I really like the fan, it's quiet and stays cool.  I have a large one and"
Home_and_Kitchen_5,5,CG,"Nice size fan, we packed it in the shipping box and it arrived on time."
Home_and_Kitchen_5,5,CG,"This can opener is a little bulky, but it is a great product for the price."
Home_and_Kitchen_5,5,OR,"I like using it, light and sturdy, cutting cheese and truffles well, good find adjustments, nice solid metal."
Home_and_Kitchen_5,5,OR,Awesome wastebasket!!! I would recommend it to anyone! Especially if you have a tight space like the bathroom.
Home_and_Kitchen_5,5,OR,This comforter is really comfortable.. comforter=comfortable. Just as described. It's brand new looking and quality is really fine.
Home_and_Kitchen_5,5,OR,"OMG this is all I use for butter, cream cheese etc. I never use my butter knifes anymore!"
Home_and_Kitchen_5,5,OR,"I have two of these, one for the kitchen and one for the dining room."
Home_and_Kitchen_5,5,OR,I love that this has less plastic than other foaming dispensers. It works really well and looks nice.
Home_and_Kitchen_5,1,OR,Colors don't show up as good as the pictures. Some of the them are trying to come off.
Home_and_Kitchen_5,5,OR,So much on a  dinner table. we really enjoy this and have ordered several for wedding gifts
Home_and_Kitchen_5,3,OR,"Delivery was exactly as expected.  Bowls were in perfect condition, however they were much smaller than expected."
Home_and_Kitchen_5,5,OR,"Works great, now am able to measure grams also, makes it easy to use recipes from other Countries."
Home_and_Kitchen_5,4,OR,my wife love it.  Too bad you cannot use your own coffee. Their capsules are too expensive.
Home_and_Kitchen_5,4,OR,What rod fine. Very flimsy so I have to hold it precariously to even fill it with water
Home_and_Kitchen_5,4,OR,Seems to be ok on my butcher block .Not sure if it works any better than mineral oil.
Home_and_Kitchen_5,3,OR,"It works.  With a name like this, I was surprised to find that it's built in Asia."
Home_and_Kitchen_5,5,OR,This actually works. Our car was getting a funk and it after one week it is completely gone.
Home_and_Kitchen_5,3,OR,Not great: the steel is pretty thin. But the design is good and they're OK. Nice glass covers.
Home_and_Kitchen_5,4,OR,"The button wells are a bit shallow, but they still came out cute.  I used candy melts."
Home_and_Kitchen_5,5,OR,"I mean, it's a toilet brush but it's a very pretty toilet brush and seems to work well."
Home_and_Kitchen_5,5,OR,"i gave it five stars, you want me to leave a comment too.  have some consideration please!"
Home_and_Kitchen_5,5,OR,Love this! Well made! Got it for storage in the bathroom. Fits double rolls of toilet paper well.
Home_and_Kitchen_5,1,OR,"This stuff did not adhere very well on the corners of our tables and is nowhere near ""Clear""."
Home_and_Kitchen_5,5,OR,Have dishes with this pattern and love the glasses to match.  Love the size and the shape.
Home_and_Kitchen_5,4,OR,Much larger than expected. Almost excessive but I love the patterns and it looks wonderful in my room.
Home_and_Kitchen_5,5,OR,"Necessary kitchen tool, this one was rated high by purchasers, and it works great.  Arrived on time."
Home_and_Kitchen_5,3,OR,Takes a while to get enough for noodles but ok product. Your hand might be tired when done.
Home_and_Kitchen_5,4,OR,Great frame. Wish the backer was a little heavier than cardboard but for the price it is fine.
Home_and_Kitchen_5,3,OR,"Really to strong, was expecting the pleasant aroma of Jasmine, instead got a heavy sweet smell unlike Jasmine."
Home_and_Kitchen_5,5,OR,I used these to hang pictures at a bridal shower.  They were super cute and good quality.
Home_and_Kitchen_5,5,OR,Great little unit for storage and organizing in my bathroom. I might just get another it's so handy.
Home_and_Kitchen_5,2,OR,"The  quality is not that good. When I bake a pie, the silicone cake pan changes color."
